review,BATTERY,CAMERA,GENERAL,SER&ACC,PERFORMANCE,DESIGN,FEATURES,PRICE,SCREEN,STORAGE
Load dữ liệu nhanh,,,,,,,,,,positive
không nóng máy,,,,,positive,,,,,
Chụp ảnh chỉ ở tầm bình thường,,neutral,,,,,,,,
rung rất nhẹ. Bỏ túi quần rất khó nhận ra nó rung,,,,,,,negative,,,
Đến với TGDD đc cảm nhận cái cảm giác của thượng đế. Rất chú đáo,,,,positive,,,,,,
như vậy là cũng rất OK rồi,,,positive,,,,,,,
máy dùng tốt,,,positive,,,,,,,
"chơi game mượt không bị quá nhiệt như hồi mới ra, lúc sạc pin thì máy bị nóng cả máy",,,,,positive,,,,,
Máy xài tốt,,,positive,,,,,,,
đẹp,,,,,,positive,,,,
bắt sóng quá yếu và vân tay k đc nhạy,,,,,,,negative,,,
Nhân viên của tgdd thứ 2 thì k ở đâu thứ nhất,,,,positive,,,,,,
Sản phẩm được nhân viên tư vấnMáy ổn,,,positive,,,,,,,
Pin tốt (ngày sạc 1 lần ),positive,,,,,,,,,
máy mượt,,,,,positive,,,,,
vân tay nhạy,,,,,,,positive,,,
camera đúng oppo,,positive,,,,,,,,
mình thấy đt tốt,,,positive,,,,,,,
cảm nhận máy khá ổn,,,positive,,,,,,,
"vân tay nhạy khi chưa dán kính cường lực, dán rồi thì k còn nhạy lắm nữa nhưng được cái nhận dạng khuôn mặt nhanh",,,,,,,positive,,,
mọi thứ mình cho là khá ok,,,positive,,,,,,,
Máy chạy chip 460,,,,,positive,,,,,
 hõi trợ tối đa màn 60hz mà trang bị màn 90hz sao ? Chưa kể phân giải hd,,,,,,,,,negative,
Đúng là sản phẩm tuyệt vời,,,positive,,,,,,,
"Nghe và trả lời cuộc gọi to, rỏ.Âm thanh to và rỏ ràng",,,,,,,positive,,,
Camera quá đỉnh,,positive,,,,,,,,
Pin dùng cả ngày,positive,,,,,,,,,
Nói chung xứng đáng đồng tiền,,,,,,,,positive,,
"sài rất ok,nên mua",,,positive,,,,,,,
"mới mua thì chạy mượt, khoảng 4tháng sau thì thôi rồi, nó treo máy hoài, vô mạng kém chụp hình đơ treo máy",,,,,negative,,,,,
chạy chip này yếu và nóng máy nữa,,,,,negative,,,,,
pin trâu,positive,,,,,,,,,
mẫu mã đẹp,,,,,,positive,,,,
tầm tiền này sài con xaomi ngon hơn,,,,negative,,,,,,
Máy A70 của mình bị lỗi ic sạc,negative,,,,,,,,,
Áp a50s quá tệ,,,negative,,,,,,,
phím quá chi là bị giật sau gián cường lực,,,,,,,negative,,,
thấy rất ok,,,positive,,,,,,,
nhân viên nhiệt tình vui vẽ,,,,positive,,,,,,
Ổn hết,,,positive,,,,,,,
"cứ bị tắt nguồn quài, 1 chút cái tự tắt nguồn mở ko lên",,,,,negative,,,,,
Thời gian đầu chạy ok. Sau hơi chậm,,,,,neutral,,,,,
Máy 76% pin đã báo đầy,negative,,,,,,,,,
Máy cảm giác nặng.dày,,,,,,negative,,,,
Màn hình bị giật khi xem video trêm facebookLướt ảnh trên google cũng bị giật màn hình,,,,,negative,,,,,
Vân tay k nhạy,,,,,,,negative,,,
lỗiCamera lúc k zoom đc cận cảnhZoom tí thôi đã mờKhó lấy đc nét hình ảnh ở xa,,negative,,,,,,,,
A50s dùng quá chán,,,negative,,,,,,,
Mua tại samsung mà cảm thấy như dùng hàng đểu,,,,negative,,,,,,
"chơi game máy lại có hiện tượng tắt màn hình , trận nào mình chơi liên quân cũng bị",,,,,negative,,,,,
Sản phẩm tốt,,,positive,,,,,,,
camera khá tệ,,negative,,,,,,,,
 màn hình nhạt nhoà,,,,,,,,,negative,
pin cũng tạm được,neutral,,,,,,,,,
hật sự phải nói chiếc vivo u10 này quá ngon,,,positive,,,,,,,
Dưới 4 triệu,,,,,,,,neutral,,
con chip snap 665,,,,,positive,,,,,
pin 5000 mah có sạc nhanh 18W,positive,,,,,,,,,
Nói chung mọi người nên mua máy này,,,positive,,,,,,,
"Samsung A51 sài mạng chậm chạp tức 7 sắc cầu vòng lun vậy đó, Bluetooth thì chập chờn",,,,,,,negative,,,
hình ảnh và video trên fb xem rất nhòe và mờ,,,,,,,,,negative,
pin cũng không trâu lắm,negative,,,,,,,,,
Khả năng game ngon,,,,,positive,,,,,
lỗi camera hoài,,negative,,,,,,,,
pin trâu ok,positive,,,,,,,,,
giá ok,,,,,,,,positive,,
tạm ổn,,,neutral,,,,,,,
all of duty chơi hay bị đen màn hình,,,,,negative,,,,,
sạc 3 lần 8 tiếng với 1 lần sạc thường. Ko chơi game chỉ lên mạng đọc tin tức mà pin còn 98%,negative,,,,,,,,,
pin tuột hơi nhanh,negative,,,,,,,,,
lâu lâu nhấp nháy màu đen từ 3-5s ,,,,,,,,,negative,
OPPO A53 sử dụng khá là ỗn định,,,positive,,,,,,,
chạy cũng mượt mà,,,,,positive,,,,,
Giá thì lại hợp lí,,,,,,,,positive,,
Ổn so với tầm giá ,,,neutral,,,,,,,
thao tác chạm không được nhạy cho lắm,,,,,,,negative,,,
camera ổn,,positive,,,,,,,,
chấp nhận được,,,neutral,,,,,,,
Quá thất vọnh về sp này mua máy được 3 ngày lỗi đủ kiểu,,,negative,,,,,,,
ân tay ko sử dụng được nhận diện khuôn mặt cũng không,,,,,,,negative,,,
máy bị đứng và văng ứng dụng,,,,,negative,,,,,
"Bắt wifi hơi kém, loa ngoài khá bé ko đk to như ss,sóng điện thoại thì ổn",,,,,,,neutral,,,
cam chup thiếu sáng thì ảnh xấu,,negative,,,,,,,,
Máy nhẹ kiểu dáng đẹp thích hợp cho con gái,,,,,,positive,,,,
dt nhanh hết pin,negative,,,,,,,,,
còn tất cả đều ok,,,positive,,,,,,,
Máy rất nhậy,,,,,,,positive,,,
Sang choảnh cực,,,,,,positive,,,,
Nói chung là máy ok,,,positive,,,,,,,
 cầm nhỏ gọn rất thích,,,,,,positive,,,,
Đáng đồng tiền bát gạo,,,,,,,,positive,,
Máy dùng rất mượt,,,,,positive,,,,,
pin trâu quá k thích mấy vì k đc dùng sạc nhiều. Sử dụng liên tục từ 6h sáng đến giờ mà máy vẫn còn 48%,positive,,,,,,,,,
Camera trước 32MP lấy nét quá tê,,negative,,,,,,,,
pin tụt nhanh không tưởng,negative,,,,,,,,,
xài cực êm,,,,,positive,,,,,
cầm rất sang trọng,,,,,,positive,,,,
Camera chụp hình bao đẹp,,positive,,,,,,,,
Pin dùng cả ngày mới sạc,positive,,,,,,,,,
dùng loại này bao phê nhé ,,,positive,,,,,,,
Game cx ok K bị đơ hay lag nhiều,,,,,positive,,,,,
Pin trâu,positive,,,,,,,,,
Thiết kế kiểu giáng máy đẹp,,,,,,positive,,,,
Như này thì k còn gì để chê 1 chiếc dt vs tầm giá này,,,positive,,,,,,,
sài hay bị đơ,,,,,negative,,,,,
Tn tự nhảy loạn,,,,,,,negative,,,
Sp kém quá,,,negative,,,,,,,
"Thường xuyên bị loạn cảm ứng, đến chế độ xoay tự động cũng tùy hứng, thích thì xoay k thì thôi",,,,,,,negative,,,
Cảm thấy bỏ tiền vô cái a9 này k đáng,,,,,,,,negative,,
Nhận vân tay quá yếu,,,,,,,negative,,,
Thêm nữa máy fps60 chơi liên quân mấy ngày đầu khá ngon,,,,,positive,,,,,
bắt wifi quá yếu lag liên tục,,,,,,,negative,,,
Sản phẩm đẹp,,,,,,positive,,,,
Máy ram 4 g,,,,,neutral,,,,,
dùng được từ chất lượng,,,positive,,,,,,,
đến giá thành,,,,,,,,positive,,
mỗi cái là hình thức hơi Thô,,,,,,negative,,,,
vẫn còn nhiều lỗi chưa khắc phục đc,,,,,negative,,,,,
Mình không hài lòng với máy chút nào,,,negative,,,,,,,
"màn hình bị hở sáng với nút nguồn, jack type C thì rung",,,,,,negative,,,,
Nguồn với Pin thì có hiện tượng lạ,negative,,,,,,,,,
app mp3 xài có 5s mà hao pin hơn chơi liên quân tiếng đồng hồ,negative,,,,,,,,,
phần mềm thông số không thể hiểu nổi,,,,,negative,,,,,
Loa lớn nhưng hơi chát,,,,,,,neutral,,,
Camera rõ nhung tối sắc màu k đâm nét tạm ổn,,neutral,,,,,,,,
Chụp màn hinh 3 ngon vuốt lên hơi khó,,,,,negative,,,,,
Chơi game mượt,,,,,positive,,,,,
Pin trâu lai sac nhanh,positive,,,,,,,,,
chơi game thi so good,,,,,positive,,,,,
ghe nhạc chup ảnh thi trung bình. Ghi âm rõ k tap âm,,,,,,,neutral,,,
Trg tầm giá la so good nha,,,positive,,,,,,,
"Sản phẩm ip 7plus Thiết kế đẹp, sang trọng, đẳng cấp",,,,,,positive,,,,
chụp ảnh tuyệt với,,positive,,,,,,,,
cấu hình cao mướt máy,,,,,positive,,,,,
"Bắt sóng wifi và 4g kém ,vân tay không nhạy nhiều lúc không sử dụng được vân tay chán",,,,,,,negative,,,
5tr6,,,,,,,,neutral,,
may đẹp,,,,,,positive,,,,
màn độ sáng kém phải để fun sáng,,,,,,,,,negative,
Tạm ổn nói chung không có gì khác biệt,,,neutral,,,,,,,
pin vẫn thấp,negative,,,,,,,,,
Được cái tiếng và giá,,,,,,,,positive,,
Pin khủng chơi khỏang 2 ngày mới hết pin,positive,,,,,,,,,
Máy chs game rất mượt,,,,,positive,,,,,
chụp hình rất đẹp,,positive,,,,,,,,
máy với tầm giá này quá ngon,,,positive,,,,,,,
"Trang bị đầy đủ từ ốp lưng, tai nghe cho tới củ sạc QC 3.0",,,,positive,,,,,,
"Pin test thử trưa giờ ngon, sạc khá nhanh",positive,,,,,,,,,
"Máy nhẹ, cầm vừa tay",,,,,,positive,,,,
"thấy ổn hơn cả nokia5,",,,positive,,,,,,,
"nghe gọi ổn, cảm ứng nhạy",,,,,,,positive,,,
ứng dụng ổn,,,,,positive,,,,,
dán màn hình 50k là k đúng ba zem rồi,,,,negative,,,,,,
"Pin 5000mah nhưng k trâu,xài tầm 1 ngày là hết,mặc dù k chơi game chỉ lướt fb xem youtube và đã đóng hết tất cả ứng dụng chạy ngầm cũng như bật mode tiết kiệm PIN",negative,,,,,,,,,
Thua con A5 2017 ... rất thất vọng quá tệ luôn,,,negative,,,,,,,
máy nhanh hết pin mặc dù k dùng gì mấy,negative,,,,,,,,,
camera thì bị lóa,,negative,,,,,,,,
loa thì bé ...vân tay lúc đc lúc k....chán,,,,,,,negative,,,
Giá quá tuyệt vời,,,,,,,,positive,,
Đẹp và chất số với tầm giá,,,,,,positive,,,,
Máy chơi game mượt,,,,,positive,,,,,
Pin trâu,positive,,,,,,,,,
Nói chung là ngon,,,positive,,,,,,,
Máy cực tốt,,,positive,,,,,,,
pin cầm rất lâu,positive,,,,,,,,,
loa lớn không giống như review,,,,,,,positive,,,
Là sản phẩm nên mua,,,positive,,,,,,,
Nhân viên ở An Hiệp Châu Thành Bến Tre dễ thương,,,,positive,,,,,,
Máy mới mua sài tốt,,,positive,,,,,,,
Nhân viên tư vấn nhiệt tình phong cách chuyên nghiệp,,,,positive,,,,,,
Máy ảnh chụp đẹp,,positive,,,,,,,,
Giá cả hợp lí,,,,,,,,positive,,
điện thoại bị sọt ngang màn hình rất nhiều đường,,,,,,,,,negative,
mong bên vsmart sớm ra bản cập nhật để fix lỗi này,,,,,negative,,,,,
mình quyết định ko bao giờ xài sam sung nữa,,,,negative,,,,,,
Bin mang tiếng 4000 mà xài nhanh hơn bin 3000,negative,,,,,,,,,
Trên cả tuyệt vời ngon trong tầm giá,,,positive,,,,,,,
"Hiệu năng khỏi phải bàn mượt mà, cấu hình mạnh mẽ",,,,,positive,,,,,
Dùng thì tạm ổn,,,neutral,,,,,,,
Chất lượng camerra chán,,negative,,,,,,,,
âm thanh loa thì cũng chán,,,,,,,negative,,,
Chốt lại k nên mua,,,negative,,,,,,,
Máy ổn,,,positive,,,,,,,
nhân viên phục vụ tạm được,,,,neutral,,,,,,
Mọi thứ đều rất oke,,,positive,,,,,,,
Nhân viên rất dễ thương và nhiệt tình,,,,positive,,,,,,
ngày đơ màn 20-30 lần,,,,,negative,,,,,
Máy ngon,,,positive,,,,,,,
Chụp ảnh đẹp,,positive,,,,,,,,
pin trâu,positive,,,,,,,,,
"E nhân viên tên Phụng nhiệt tình, để thương, tiếc là đã có chồng. Đã mua ở DMX",,,,positive,,,,,,
Rất tốt,,,positive,,,,,,,
 bất wifi tôi thấy mạnh chứ không phải yếu.Mạng vietell thì hay hơn vina,,,,,,,positive,,,
chơi game thì ngon lắm không bị khự,,,,,positive,,,,,
Pin trâu 13' 2% 3% tuỳ vào nhiệt độ,positive,,,,,,,,,
Thất vọng a51,,,negative,,,,,,,
"Máy xử lý thông tin chậm, gọi điện, mở app, chụp ảnh",,,,,negative,,,,,
Chấm cam thì cao nhưng hình ảnh thì không cao,,negative,,,,,,,,
ko va đập vẫn còn nguyên ốp của hãng mà vỏ mặt sau camera bị gãy,,,,,,negative,,,,
Giá lại rẻ,,,,,,,,positive,,
Sản phẩm sài rất tốt. Mình mua 2 cái rồi cho bố mẹ mình và mình sai rất tốt,,,positive,,,,,,,
Tuyệt vời,,,positive,,,,,,,
Camera chụp đêm chưa đẹp lắm,,negative,,,,,,,,
"Loa to, rõ nghe nhạc đã",,,,,,,positive,,,
"Màn hình đẹp, sáng",,,,,,,,,positive,
Bút spen thông minh,,,,,,,positive,,,
Sản phẩm tốt với tầm giá,,,positive,,,,,,,
màu sắc đẹp,,,,,,positive,,,,
pin khủng,positive,,,,,,,,,
máy chạy mượt,,,,,positive,,,,,
cầm pin tốt,positive,,,,,,,,,
rất đáng để mua,,,positive,,,,,,,
Tuyệt với,,,positive,,,,,,,
Cầm máy rất chắc chắn đầm tay. Ngoại quan rất đẹp và sang trong. Trông rút men,,,,,,positive,,,,
mọi thứ đều ổn,,,positive,,,,,,,
game liên quân mobile thì phải mắc chờ đến hơn 5 phút mới vào được game,,,,,negative,,,,,
"máy rất đẹp, cầm rất chắc tay",,,,,,positive,,,,
Thích nhất vẫn là sự phục vụ tận tình của nhân viên tgd,,,,positive,,,,,,
"khi cắm tai phone vào thì cảm ứng có vấn đề ko ạ..???..Máy em đổi cái thứ 2 rồi,mà vẫn bị vậy,rất là bực mình.... Khi cắm tai nghe vào là bên khu vực phím phía bên trái phải ấn mạnh nó mới ăn. Khi lướt face hoặc lướt xem youtube là nó tự chạm vào video khi mình đang lướt.... Rất bực mình",,,,,,,negative,,,
Máy sau khi cập nhật thì lỗi định vị và hào pin nhưng sau 2 tuần thì tự động trở lại bình thường,,,,,neutral,,,,,
"máy mình ổn định lại, sài rất ok",,,positive,,,,,,,
Xài ngon vãi các ông ạ,,,positive,,,,,,,
game thì tốt,,,,,positive,,,,,
 pin trâu,positive,,,,,,,,,
"máy chơi game không nóng lắm, nếu chiến game full setting thì sẽ nóng đấy",,,,,neutral,,,,,
Camera ai bảo không đẹp chứ tui thấy khá ổn,,positive,,,,,,,,
"vân tay nhạy,",,,,,,,positive,,,
 cộng thêm thiết kế là một điểm mạnh của máy này,,,,,,positive,,,,
ũng có vài tính năng rất hay ho,,,,,,,positive,,,
Đã vậy còn được mua đợt giảm giá,,,,positive,,,,,,
"máy dùng mượt ,hiệu năng tốt",,,,,positive,,,,,
chụp ảnh đẹp,,positive,,,,,,,,
rất ngon trong tầm giá,,,positive,,,,,,,
Pin rất ok. Mình quay phim cả ngày mới hết. Dùng bình thường 2 ngày,positive,,,,,,,,,
"camera, rất tối, màu sắc quá tệ. Mình rất hay quay phim chụp ảnh nhưng so với điện thoại của các bạn khác thì dt của mình còn thua xa về màu sắc độ nét",,negative,,,,,,,,
Gần 10tr mà tệ,,,,,,,,negative,,
xài muốn đập máy cho rồi,,,negative,,,,,,,
máy lag quá. Đang dùng tự nhiên đứng máy. R màn hình bị giật,,,,,negative,,,,,
Máy đẹp,,,,,,positive,,,,
"chơi pubg mượt, nhưng mà lướt hay bị đơ máy, thỉnh thoảng mình chơi pubg có hiện tượng nhấn nút bắn k nhạy, lướt web đọc truyện bị đơ màn hình, máy nhanh nóng",,,,,neutral,,,,,
chụp hình thì dù mình cầm rất chắc nhưng máy cứ báo để làm sắc nét bức ảnh vui lòng cầm chắc máy  k biết có bị lỗi gì không,,negative,,,,,,,,
Ngon,,,positive,,,,,,,
 pin trâu,positive,,,,,,,,,
màng hình rộng,,,,,,,,,positive,
"ko giật lag khi chơi game, hệ điều hành và các phím chức năng khá giống iphone",,,,,positive,,,,,
Thiết kế đẹp mắt,,,,,,positive,,,,
thích nhất là nhận diện bằng khuông mặt,,,,,,,positive,,,
mặt sau đth có 2 màu,,,,,,positive,,,,
Chỉ tiết là camera chỉ dùng để chụp cảnh là đẹp,,neutral,,,,,,,,
với mức giá 2tr6 thì quá ngon cho đth này rồi,,,,,,,,positive,,
Máy thiết kế và phối màu rất đẹp,,,,,,positive,,,,
màn hình rộng,,,,,,,,,positive,
ảm ứng mượt,,,,,,,positive,,,
pin trâu,positive,,,,,,,,,
 mình rất hài lòng về sản phẩm,,,positive,,,,,,,
Bắt sóng wifl quá kem,,,,,,,negative,,,
hay quảng cáo tào lao rất bực mình,,,,,negative,,,,,
noi chung là qúa tệ,,,negative,,,,,,,
iPhone 7-32G là đủ xài,,,positive,,,,,,,
Chất lượng tốt,,,positive,,,,,,,
"nhanh , mượt mà ",,,,,positive,,,,,
Nói chung iPhone 7 là tuyệt,,,positive,,,,,,,
Máy chơi liên quân máy rất là nóng k cầm nỗi luôn sao chơi dc,,,,,negative,,,,,
Nên cảm thấy rất chán,,,negative,,,,,,,
Sản phẩm bị nhúng game lừa đảo trừ tiền sim di động qua hình thức gửi SMS tự động,,,,,negative,,,,,
"Chíp P35 tối ưu hóa pin rất tốt , phần mềm tương đối cùng mượt , mới tấc vụ cơ bản thì ok",,,,,positive,,,,,
những người lớn tuổi phù hợp với điện thoại này lóa to và rõ,,,,,,,positive,,,
pin rất trâu,positive,,,,,,,,,
"Tác vụ nhanh, mượt",,,,,positive,,,,,
ko có gì để chê,,,positive,,,,,,,
pin khá ổn,positive,,,,,,,,,
lướt wed có khi giật giật coi phim HD ổn tất game thì hơi giật,,,,,negative,,,,,
với giá này thì cũng OK xài được,,,neutral,,,,,,,
Máy cảm ứng ván tay vs khuôn mặt rất nhay,,,,,,,positive,,,
Sp lỗi,,,,,negative,,,,,
sập nguồn,,,,,negative,,,,,
"gửi bh thì kêu 2,2trieu",,,,negative,,,,,,
"Sạc được 76% báo đầy, hay báo lỗi nóng máy",negative,,,,,,,,,
máy việt nam luôn dởm,,,,negative,,,,,,
hối hận khi mua,,,negative,,,,,,,
Mội thứ rất ok,,,positive,,,,,,,
Pin trâu,positive,,,,,,,,,
màng đẹp,,,,,,,,,positive,
cam ổn,,positive,,,,,,,,
mượt mà,,,,,positive,,,,,
máy cầm rất chắc tay,,,,,,positive,,,,
Máy có nhiều chức năng rất hay,,,,,,,positive,,,
tầm giá 5tr,,,,,,,,neutral,,
cấu hình như này thì không còn gì bằng,,,,,positive,,,,,
"Nhân Viên tiếp rất vui vẻ nhiệt tình, còn gt vc làm cho mình nữa chứ hihi",,,,positive,,,,,,
chơi game nóng kinh khủng luân,,,,,negative,,,,,
lại còn pin hết rất nhanh,negative,,,,,,,,,
 tôi không thích cho lắm,,,negative,,,,,,,
Hối tiếc với số tiền bỏ ra,,,negative,,,,,,,
cài đặt cái vân tay ôi thôi,,,,,,,negative,,,
vân tay lỗi triền miên.lúc bật sáng màn hình lên thì hoạt động lúc thì không tắt màn hình đi bật sáng màn hình lại được rất bất tiện,,,,,,,negative,,,
pin quá kém,negative,,,,,,,,,
màn hình không trong,,,,,,,,,negative,
thật sự không sứng đáng,,,negative,,,,,,,
ghét cái con chip esynote nữa chả có gì đặc biệt,,,,,negative,,,,,
bị lỗi đơ máy tự động khởi động nguồn,,,,,negative,,,,,
wiffi và 3g cực kì kém,,,,,,,negative,,,
cấu hình ổn,,,,,positive,,,,,
sạc pin nhanh,positive,,,,,,,,,
chơi game mượt,,,,,positive,,,,,
cam chụp xấu,,negative,,,,,,,,
bắt sóng di động yếu,,,,,,,negative,,,
cam lồi quá dễ vỡ,,,,,,negative,,,,
máy khá ổn về hình thức,,,,,,positive,,,,
có cả vân tay và nhận diện khuôn mặt,,,,,,,positive,,,
cổng sạc Type C tiện lợi chứ không phải như dòng Nokia cứ kè kè micro usb cho sản phẩm tầm thấp,,,,,,positive,,,,
